날짜,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2022-01-30,125.33,150.899,162.202,166.018,152.197,131.199,152.197,165.252,160.624,140.666,145.711,141.766,162.165,133.027,169.471,175.004,162.809,157.563,151.661,174.157,170.098,172.804,159.582,151.258
2022-01-31,165.23,164.587,159.117,108.588,95.403,109.239,123.063,101.744,88.388,117.118,130.654,100.18,58.392,27.785,57.063,63.96,54.254,55.494,59.009,69.127,80.954,67.962,58.154,32.264
2022-02-01,41.654,43.835,88.184,101.08,107.549,98.426,87.712,86.325,69.41,86.927,108.055,150.669,158.297,139.431,148.026,173.182,197.228,189.116,191.057,202.758,184.497,122.486,98.758,91.796
2022-02-02,86,99.789,112.842,120.171,122.995,118.591,100.598,78.775,88.505,84.486,89.637,108.728,128.593,145.948,162.809,155.526,143.282,134.911,115.872,114.062,117.706,92.299,107.91,101.442
2022-02-03,114.861,109.948,109.675,116.835,132.66,148.252,149.797,137.495,120.779,134.321,145.59,135.49,97.623,117.561,141.823,122.63,119.252,100.06,126.871,140.57,180.984,177.064,160.364,155.334
2022-02-04,164.977,165.483,181.86,177.543,171.619,164.681,137.141,134.315,132.257,136.127,152.484,149.021,156.769,169.099,160.471,151.043,125.616,114.985,113.826,115.337,123.124,118.513,115.043,131.691
2022-02-05,135.281,138.79,133.837,118.87,133.057,125.713,127.876,122.441,125.411,116.083,148.258,159.503,179.852,155.984,167.181,177.572,164.84,170.993,183.201,184.954,160.009,169.497,181.271,171.981
2022-02-06,173.692,155.906,159.446,168.474,180.029,166.563,157.796,132.424,97.653,56.494,39.618,43.191,69.724,97.451,124.34,141.846,133.936,112.491,99.691,92.006,91.637,76.09,68.79,72.246
2022-02-07,95.711,95.827,90.555,89.06,73.873,79.889,79.962,59.829,63.072,59.358,44.592,63.164,60.627,62.875,64.284,56.389,80.234,83.196,79.491,86.392,68.946,78.11,74.86,53.488
2022-02-08,60.656,69.078,81.669,50.484,50.294,67.183,93.55,90.258,103.477,140.653,131.677,129.615,126.432,140.135,152.739,191.934,187.811,144.925,103.489,103.417,102.525,84.703,72.432,64.348
2022-02-09,66.572,44.514,23.508,27.382,30.476,13.014,5.822,9.382,10.513,6.622,11.52,7.518,7.616,12.034,16.226,19.16,18.597,12.13,24.635,26.541,7.728,9.127,13.923,13.764
2022-02-10,35.499,55.688,73.305,104.493,128.163,136.999,122.077,110.909,97.163,115.09,152.346,169.05,130.529,162.724,170.633,171.825,163.934,159.717,148.623,167.758,184.33,173.361,161.486,123.986
2022-02-11,97.634,104.281,111.453,109.421,85.25,45.804,50.16,48.865,36.361,29.304,18.993,26.826,41.841,29.853,29.944,25.063,27.062,12.529,8.42,3.725,1.608,1.507,1.768,2.39
2022-02-12,2.208,5.691,26.619,40.603,46.013,35.021,26.075,22.445,22.345,19.803,15.175,19.961,22.42,21.871,23.666,27.39,26.16,15.891,12.904,9.039,9.851,9.875,14.143,14.252
2022-02-13,13.676,18.015,26.71,40.423,35.407,40.493,61.703,93.305,77.798,78.325,66.839,57.235,61.616,48.87,41.076,34.834,48.417,59.492,50.778,48.439,23.201,26.2,24.457,20.803
2022-02-14,17.347,25.956,30.656,29.528,28.209,12.275,20.335,25.337,25.279,16.87,15.384,14.488,7.999,11.567,40.353,45.376,89.406,125.45,125.628,146.763,111.004,76.673,110.051,98.653
2022-02-15,120.724,159.152,179.133,185.218,189.621,174.738,175.613,170.856,157.512,165.732,176.301,121.483,118.64,121.545,160.295,166.114,169.378,176.677,162.392,151.463,135.603,117.471,111.931,108.675
2022-02-16,102.638,102.861,126.575,124.715,109.958,120.179,119.643,122.016,113.092,122.832,134.116,137.016,149.77,165.696,191.313,183.224,191.334,177.303,187.137,184.174,173.603,153.322,149.256,150.586
2022-02-17,170.069,171.622,172.651,179.305,180.481,186.7,181.089,184.165,177.949,159.678,135.517,141.106,135.451,120.36,157.647,169.58,187.966,185.647,177.396,141.641,95.769,67.108,63.414,47.462
2022-02-18,25.838,14.173,4.695,5.167,6.544,7.305,11.594,13.503,16.594,21.383,28.358,38.663,33.663,44.432,45.632,44.09,22.83,15.69,20.929,30.573,56.395,62.805,32.068,14.937
2022-02-19,6.739,10.233,18.615,22.312,25.188,43.671,74.984,65.64,70.652,92.016,119.141,181.536,200.075,206.049,204.811,201.435,205.091,208.392,193.282,182.397,180.714,183.102,209.473,222.176
2022-02-20,226.16,210.99,208.445,205.8,206.17,206.249,207.612,202.111,210.071,220.088,213.885,223.456,224.958,223.189,220.235,222.125,217.208,211.786,202.728,174.029,154.656,133.487,136.671,136.525
2022-02-21,148.03,153.234,159.937,139.361,106.34,133.975,104.742,54.002,60.17,61.622,57.554,52.544,47.32,62.728,80.715,83.621,93.053,85.969,83.947,70.455,56.153,54.326,76.93,82.143
2022-02-22,72.126,68.153,53.503,61.036,64.551,102.187,107.993,91.269,85.052,81.999,58.723,56.912,56.106,77.827,88.692,130.567,166.585,152.215,130.807,117.701,93.389,72.34,71.8,105.721
2022-02-23,136.044,168.227,189.036,160.785,157.637,152.97,145.59,134.1,126.103,136.984,149.327,168.348,187.376,185.401,188.806,203.247,200.782,194.834,199.923,179.505,167.575,179.398,181.909,176.05
2022-02-24,171.453,166.798,175.285,172.36,157.125,151.93,132.829,114.009,123.844,131.913,135.978,127.44,137.581,158.654,188.506,180.268,183.03,190.163,181.164,160.355,150.67,136.277,109.877,93.538
2022-02-25,85.644,91.187,78.384,72.084,71.293,73.299,65.928,63.557,53.41,58.067,49.066,49.562,41.927,32.831,19.857,24.32,28.067,16.398,12.909,16.365,18.094,14.555,12.555,8.366
2022-02-26,4.221,2.316,4.946,6.869,4.252,7.077,11.566,8.058,4.394,7.285,18.281,34.948,61.755,75.37,80.583,95.873,94.358,86.086,63.514,53.984,35.298,96.894,174.569,222.902
2022-02-27,226.344,229.93,215.441,213.963,199.004,185.307,157.853,102.898,92.735,73.393,52.732,36.677,13.298,6.99,10.511,39.6,47.371,42.42,40.806,52.529,70.283,64.223,57.34,42.994
2022-02-28,23.129,11.843,10.109,8.41,9.774,10.075,27.285,31.004,14.553,16.856,27.745,24.932,37.141,61.378,43.982,27.751,38.632,33.268,36.959,36.408,54.469,77.513,69.994,101.226
2022-03-01,103.281,72.338,57.019,39.764,31.336,41.581,133.326,175.609,167.704,144.639,94.39,126.544,146.258,105.496,93.886,142.119,111.794,124.118,171.266,172.941,140.972,126.058,143.343,166.642
2022-03-02,176.681,163.401,184.587,180.029,180.786,155.438,128.45,139.043,171.193,193.264,187.942,175.011,149.491,134.825,155.776,170.276,182.039,171.77,152.711,144.099,126.3,99.562,77.609,56.714
2022-03-03,74.739,64.909,55.691,61.825,42.375,41.262,35.682,24.258,11.993,2.841,6.81,9.415,10.238,15.354,16.125,15.316,18.97,13.259,6.334,1.625,1.573,4.482,8.442,15.944
2022-03-04,19.316,11.306,15.81,34.785,31.881,26.184,22.521,9.553,13.256,22.367,68.185,114.878,153.139,124.599,98.03,85.128,72.132,74.048,67.502,70.753,85.819,107.81,114.719,95.68
2022-03-05,82.616,51.069,76.421,65.038,20.439,52.443,144.557,194.843,203.018,182.691,163.302,111.11,57.33,35.48,53.453,113.128,192.517,221.02,216.98,222.119,222.504,219.624,217.414,220.533
2022-03-06,209.087,193.485,188.02,183.478,190.544,190.33,200.038,184.313,171.395,111.605,23.427,21.534,20.536,19.461,22.329,86.712,133.086,134.575,132.126,174.545,172.218,164.531,106.897,160.866
2022-03-07,134.208,115.773,86.815,97.927,66.452,56.956,55.815,35.675,20.273,16.541,8.403,10.361,7.168,6.72,16.757,31.464,27.669,26.896,32.689,48.679,53.936,57.442,43.041,39.186
2022-03-08,42.12,32.666,47.764,39.628,25.656,17.419,17.34,25.31,23.504,20.993,15.506,13.768,19.203,25.56,21.481,26.114,17.944,6.163,1.419,2.193,2.054,3.852,3.447,1.196
2022-03-09,3.699,7.002,15.212,24.834,41.593,67.316,81.136,88.197,57.037,52.465,58.764,43.811,31.429,24.171,21.328,9.754,5.783,3.893,3.235,2.386,6.737,7.657,4.21,4.517
2022-03-10,2.826,2.299,3.518,2.864,4.047,4.382,16.575,20.043,27.123,25.921,38.81,61.904,73.91,58.034,56.946,52.54,35.788,15.618,9.649,15.094,23.872,33.757,45.094,52.041
2022-03-11,55.218,51.877,66.469,70.011,73.928,67.256,58.337,57.884,49.928,71.187,70.351,92.169,91.709,68.795,58.728,56.861,46.873,39.939,29.621,33.838,39.766,52.049,45.478,20.676
2022-03-12,11.978,4.408,4.68,3.346,4.952,10.098,19.491,29.814,36.177,30.215,62.543,37.817,14.762,14.62,35.936,98.321,137.061,122.189,118.905,103.778,109.979,106.032,100.064,95.784
2022-03-13,130.572,146.601,152.939,158.193,163.995,174.031,190.045,198.889,169.396,152.012,150.238,120.528,99.293,125.859,107.918,80.288,58.01,18.952,24.044,11.123,2.995,3.817,0.428,1.966
2022-03-14,3.686,2.217,0.66,0.434,1.174,3.18,2.453,1.294,1.784,6.538,5.117,4.539,4.643,3.326,6.247,30.898,113.383,98.43,140.858,184.295,181.407,167.14,174.442,167.772
2022-03-15,176.036,153.62,173.815,135.932,98.306,96.869,126.317,109.94,39.149,17.053,9.692,4.327,4.638,8.314,4.737,5.093,1.914,2.889,2.104,3.152,1.827,15.624,9.025,3.116
2022-03-16,16.288,9.962,6.74,1.043,0.324,0.589,0.126,0.121,0.183,1.292,2.583,0.829,1.331,7.348,6.528,2.79,5.374,12.323,1.511,1.869,2.218,5.084,5.557,2.544
2022-03-17,1.777,10.817,37.217,38.464,17.42,5.226,0.939,3.642,3.476,15.038,62.602,78.905,114.056,93.353,85.768,100.843,107.885,111.786,138.702,144.001,170.261,196.655,188.41,200.062
2022-03-18,213.38,219.948,201.588,203.249,203.727,196.835,205.539,208.818,197.571,174.857,160.563,137.607,79.15,45.347,28.536,33.354,36.106,41.435,14.556,3.515,2.357,1.499,0.9,2.157
2022-03-19,7.646,16.36,24.861,45.155,71.533,95.604,91.732,115.442,118.818,129.119,164.424,152.054,154.51,173.79,188.214,196.722,203.678,192.845,166.211,95.74,67.174,33.176,15.613,22.243
2022-03-20,22.29,46.879,34.436,79.448,90.224,70.495,66.749,55.533,68.851,80.216,85.034,70.295,43.376,23.992,28.678,33.835,40.547,50.54,67.252,66.699,84.468,68.444,52.146,57.598
2022-03-21,59.243,59.421,83.232,90.123,83.911,84.995,97.827,49.251,47.767,39.872,34.375,29.578,18.068,8.489,3.417,4.108,5.061,22.116,40.838,55.199,83.235,114.301,83.288,81.216
2022-03-22,50.383,54.446,59.903,72.426,79.843,126.738,145.195,167.546,163.904,151.445,151.868,132.005,103.682,90.795,73.602,54.905,49.931,28.048,20.703,20.979,25.816,28.923,24.736,20.243
2022-03-23,7.493,11.018,17.565,15.449,5.181,6.366,7.459,10.668,12.748,13.897,18.96,27.634,15.467,8.078,10.795,23.408,28.6,43.259,31.21,22.708,29.924,41.478,52.252,39.216
2022-03-24,38.168,71.866,62.433,45.025,20.344,16.62,12.346,16.888,4.362,0.349,1.574,4.83,9.119,9.806,4.778,7.204,13.974,25.822,37.012,50.309,55.691,38.91,49.434,63.43
2022-03-25,117.495,108.735,94.561,125.853,135.76,142.656,139.862,119.658,133.529,151.476,145.406,205.815,202.257,169.92,154.27,188.412,200.901,185.785,164.45,133.302,108.361,122.695,125.162,121.259
2022-03-26,128.563,141.091,145.286,132.051,88.502,63.065,67.584,90.159,105.267,122.826,186.507,199.423,195.239,178.961,205.401,215.606,205.407,217.812,224.568,212.284,183.878,193.208,199.119,193.474
2022-03-27,197.812,200.203,186.972,149.644,132.711,132.656,100.013,73.874,78.96,57.879,23.579,11.222,9.48,3.323,5.606,32.663,96.84,97.036,127.827,151.539,141.494,136.596,164.127,182.526
2022-03-28,162.958,182.418,183.162,170.066,148.262,112.597,95.174,74.936,44.576,33.87,24.489,27.839,36.089,45.066,47.578,55.921,63,39.635,30.147,27.057,22.436,18.316,13.785,11.736
2022-03-29,12.134,18.215,14.498,13.236,23.569,27.463,18.654,14.951,10.426,18.044,14.21,9.179,6.889,17.736,34.62,35.042,28.716,24.667,28.391,21.332,18.128,19.298,30.456,47.393
2022-03-30,67.187,69.839,70.75,51.335,35.382,28.67,21.578,13.127,7.295,5.041,5.836,10.234,6.287,5.579,8.842,16.029,14.793,4.654,1.579,0.195,0.131,0.461,3.004,17.454
2022-03-31,33.965,33.421,92.67,129.218,147.923,127.052,149.122,180.954,204.779,201.048,215.619,190.427,146.365,116.02,92.58,87.312,91.952,147.119,148.361,183.101,191.874,160.18,172.432,180.112
2022-04-01,166.355,161.413,137.372,100.685,86.298,64.165,63.318,62.282,64.075,76.11,85.962,89.198,85.105,74.632,73.373,70.196,48.722,32.206,26.666,14.8,18.257,13.511,14.765,22.288
2022-04-02,21.87,20.04,19.021,25.891,23.155,26.464,32.915,33.733,18.308,20.097,20.344,18.471,20.09,25.092,34.345,51.765,59.356,45.216,46.203,55.751,57.671,65.814,72.531,84.653
2022-04-03,98.241,88.538,116.986,119.17,112.902,105.747,100.772,67.706,54.279,47.795,30.845,4.451,4.483,4.712,6.893,27.589,28.642,29.8,28.259,26.278,45.058,37.61,29.916,26.635
2022-04-04,16.243,11.603,15.165,17.667,20.011,22.262,11.897,4.699,0.839,1.668,1.542,5.222,6.377,5.794,5.914,3.584,2.322,1.225,0.493,0.865,0.816,0.203,0.311,2.617
2022-04-05,7.402,11.318,9.01,7.168,6.956,4.136,0.825,0.622,0.453,0.271,2.27,6.38,6.479,5.945,8.275,10.534,15.299,13.802,10.171,11.871,7.824,0.53,0.245,0.113
2022-04-06,0.056,0.439,0.35,1.188,6.199,11.702,6.927,12.824,6.406,6.276,3.104,3.713,5.309,8.266,14.433,20.322,12.801,4.56,2.949,4.462,7.622,9.907,5.492,8.322
2022-04-07,10.859,19.162,24.24,21.437,12.669,17.378,34.213,118.009,45.066,63.194,44.999,39.648,28.918,14.59,30.077,54.655,60.974,68.6,52.245,75.12,60.859,45.008,42.55,36.348
2022-04-08,38.642,35.33,27.937,16.9,13.644,19.007,13.303,4.057,0.211,0.173,2.029,3.145,1.785,6.027,3.172,2.351,4.399,4.479,7.71,17.831,24.778,32.165,49.239,48.328
2022-04-09,48.722,56.67,67.075,70.337,61.994,74.999,78.164,60.911,39.64,33.005,8.535,13.541,13.445,8.479,12.32,12.122,52.453,61.023,46.485,35.263,36.811,37.244,55.023,65.592
2022-04-10,90.953,91.084,80.556,66.954,52.425,57.132,59.116,56.652,66.772,36.284,27.108,16.34,16.75,8.918,5.996,47.81,58.213,47.664,28.243,27.371,31.462,34.988,48.508,54.942
2022-04-11,62.139,54.417,46.953,29.52,13.867,10.66,12.233,12.352,8.698,6.228,1.886,8.336,16.288,28.762,48.776,36.908,46.048,45.105,49.027,61.535,60.047,39.337,18.023,20.138
2022-04-12,18.58,19.476,21.39,18.837,9.815,4.333,1.881,3.265,3.424,5.916,8.132,10.373,10.331,25.16,15.1,21.445,20.692,11.558,2.412,2.101,3.869,10.309,9.559,4.558
2022-04-13,4.107,7.09,13.498,7.882,4.435,0.465,2.665,0.873,0.127,0.951,10.179,33.049,28.693,43.525,73.687,98.589,97.562,86.434,86.507,90.562,88.139,112.386,131.448,131.078
2022-04-14,141.109,152.492,104.632,99.865,114.803,114.471,113.913,116.318,133.892,175.833,151.455,157.677,183.117,195.637,175.304,153.335,151.491,140.82,138.887,134.675,80.811,84.442,93.197,85.579
2022-04-15,76.948,62.005,47.81,52.014,55.97,53.064,57.703,53.056,68.816,66.125,73.229,65.237,14.164,14.658,18.905,56.785,123.986,179.531,189.52,184.985,196.538,196.793,191.399,185.951
2022-04-16,147.284,124.584,128.697,89.38,79.31,49.361,26.593,11.809,13.553,23.313,7.931,7.422,7.6,7.044,7.145,15.292,24.627,41.87,50.319,45.825,33.105,29.042,66.033,71.596
2022-04-17,64.238,73.248,114.202,146.694,151.518,146.509,142.91,113.854,63.284,9.043,8.975,9.011,8.149,7.758,7.389,12.617,35.595,32.945,15.116,37.51,61.657,56.667,61.219,53.322
2022-04-18,52.203,57.993,55.955,40.382,25.893,23.946,8.617,3.681,0.986,0.491,0.939,0.424,1.812,2.347,0.775,0.151,0.332,0.244,1.62,6.643,30.526,45.485,53.156,87.815
2022-04-19,109.314,111.592,96.504,91.274,71.301,57.921,56.345,39.823,23.458,15.375,9.981,2.271,1.925,1.461,2.681,7.775,8.821,8.415,8.114,15.197,25.28,29.554,26.298,26.177
2022-04-20,20.737,19.467,22.34,38.758,28.395,13.833,3.702,2.104,0.461,1.42,4.041,4.488,6.247,6.305,4.27,7.311,4.898,3.418,4.645,8.429,13.974,30.379,31.467,22.624
2022-04-21,32.313,19.642,17.646,23.244,25.253,38.208,31.797,29.763,9.358,10.747,9.656,5.765,3.466,14.771,6.952,6.536,3.664,0.477,0.926,4.02,13.558,27.173,44.901,60.454
2022-04-22,62.411,54.004,23.892,39.144,71.259,58.977,57.093,48.093,45.535,52.137,48.196,15.397,15.602,8.499,14.892,58.406,71.241,64.111,64.014,43.755,35.403,36.692,46.931,23.835
2022-04-23,26.489,5.638,14.123,4.208,5.367,11.734,7.444,3.58,6.827,3.146,2.542,6.343,9.758,12.834,12.685,8.409,3.829,3.179,1.089,3.055,0.364,0.098,0.367,0.44
2022-04-24,0.131,0.049,0.701,1.176,4.298,17.988,34.23,37.368,28.269,12.137,8.432,5.48,1.909,1.55,2.536,1.301,0.978,1.183,0.307,0.049,0.068,0.081,0.304,1.053
2022-04-25,2.472,1.92,1.8,2.328,2.772,2.191,2.763,7.254,10.692,30.824,41.428,41.453,48.318,108.232,130.164,122.017,123.847,153.884,146.609,182.433,199.086,190.529,199.459,190.563
2022-04-26,172.699,155.519,128.386,128.878,131.51,129.967,136.79,116.362,105.684,126.699,119.766,105.146,84.909,55.043,62.239,34.247,23.654,18.911,21.187,27.73,94.708,154.814,144.864,156.965
2022-04-27,160.653,179.745,213.318,183.872,179.299,188.236,169.985,166.705,128.181,101.602,42.129,4.342,5.943,5.111,12.066,30.078,40.966,33.646,14.717,11.447,7.174,19.61,18.638,15.257
2022-04-28,14.765,9.301,11.356,15.908,21.161,26.292,27.779,20.96,13.531,21.891,44.266,36.716,33.794,17.808,29.341,27.501,20.668,24.579,23.459,20.838,19.033,12.045,12.2,22.888
2022-04-29,32.638,97.723,162.567,188.253,182.612,163.057,174.033,146.685,147.439,164.181,120.372,75.491,62.816,92.488,71.853,69.559,53.27,54.164,32.948,17.134,9.808,9.874,17.857,20.289
2022-04-30,18.649,14.72,10.902,14.13,17.681,15.202,10.154,11.312,8.077,5.683,9.534,14.403,19.895,19.739,24.404,25.857,29.673,23.948,34.716,33.729,52.33,61.704,55.301,58.376
2022-05-01,100.38,122.979,155.647,139.388,132.806,121.277,106.306,101.969,43.6,13.919,9.412,12.402,9.948,7.404,9.4,12.427,46.068,117.957,115.684,116.812,109.945,98.523,92.232,80.114
2022-05-02,69.705,70.028,64.957,83.998,106.728,116.487,90.219,59.766,77.402,79.866,18.734,15.679,12.026,10.124,6.864,12.308,34.211,39.153,39.375,51.597,65.429,79.193,83.867,86.665
2022-05-03,77.482,89.924,83.713,84.451,59.308,17.657,9.858,5.385,1.889,0.078,0.795,3.045,6.121,7.291,5.72,5.374,1.288,0.388,0.669,2.327,1.769,1.696,10.15,18.747
2022-05-04,17.344,13.671,11.287,7.717,8.617,13.763,15.707,9.59,7.461,10.304,5.06,6.05,7.195,8.779,9.786,18.47,12.006,9.023,6.606,5.998,6.618,14.239,22.865,24.872
2022-05-05,26.874,27.811,27.022,20.722,18.32,18.843,28.022,17.183,28.7,13.088,9.83,18.626,23.346,20.965,20.34,55.059,69.538,60.973,33.737,21.566,27.024,39.155,42.89,40.619
2022-05-06,30.851,26.588,24.414,17.214,14.983,16.244,17.893,6.347,7.262,15.5,13.648,14.974,18.834,13.106,14.243,13.53,9.45,8.371,7.338,12.68,22.206,21.036,12.819,12.745
2022-05-07,9.67,2.179,2.163,3.483,9.679,15.812,11.66,11.89,13.052,8.791,7.248,14.867,38.868,63.35,64.696,60.977,67.687,67.006,56.105,47.835,39.531,59.013,77.241,64.801
2022-05-08,58.317,71.713,45.178,32.53,39.942,52.055,48.724,45.889,48.797,43.632,36.844,40.584,37.042,24.932,18.421,21.728,20.663,16.62,13.754,6.586,7.861,4.126,2.613,1.276
2022-05-09,0.901,0.762,7.053,12.028,20.243,32.551,23.611,32.553,38.914,51.6,57.78,56.689,25.827,27.845,62.127,60.621,51.653,52.289,33.15,21.131,22.065,22.09,28.268,29.651
2022-05-10,36.304,30.537,29.483,39.087,47.845,47.514,46.547,46.414,34.885,27.069,32.356,30.963,20.01,21.617,29.397,33.457,30.668,23.483,18.06,13.331,11.32,11.022,6.062,5.83
2022-05-11,6.488,8.081,6.22,4.888,3.22,4.478,2.602,6.082,11.715,6.947,3.11,3.062,6.644,6.064,2.906,0.839,3.1,2.488,5.028,5.261,5.282,10.765,7.764,2.192
2022-05-12,2.56,3.016,11.38,20.422,25.768,18.923,20.008,28.041,24.179,22.691,27.947,19.206,27.162,26.966,24.985,11.735,11.191,19.904,19.541,14.487,11.208,11.527,13.621,10.485
2022-05-13,4.658,2.339,1.372,4.642,8.249,9.031,7.464,5.537,12.417,16.463,11.961,15.659,9.801,7.804,10.768,36.358,86.96,114.339,80.376,83.481,98.532,144.253,161.101,177.049
2022-05-14,182.055,213.346,202.605,182.427,161.624,173.015,170.432,146.918,89.995,31.007,33.2,21.573,13.516,9.217,36.605,89.181,109.933,139.12,120.665,124.058,122.18,97.432,102.743,121.608
2022-05-15,149.685,159.244,161.438,166.596,147.974,150.715,139.779,114.842,133.074,41.747,15.77,28.128,57.754,8.435,7.135,17.312,73.164,118.272,108.612,87.999,103.633,105.561,95.762,97.432
2022-05-16,103.89,96.777,100.153,96.9,91.695,80.589,55.947,28.302,22.279,16.501,9.476,1.181,0.96,2.978,2.495,8.749,6.674,2.594,1.011,1.569,1.354,1.232,1.447,3.205
2022-05-17,17.17,16.466,22.531,15.814,7.828,9.092,7.648,2.113,2.258,1.514,2.806,2.371,4.957,5.026,6.406,14.287,12.72,6.87,2.22,2.773,3.564,5.386,9.969,10.948
2022-05-18,6.878,3.615,1.486,1.87,0.911,0.333,0.437,0.905,1.165,1.762,2.268,3.883,3.286,7.268,8.468,12.905,8.553,6.84,7.294,5.684,0.52,0.407,0.129,0.604
2022-05-19,3.313,2.822,1.898,0.541,0.723,0.122,4.539,3.585,3.292,4.054,5.978,14.263,16.203,5.791,8.66,5.865,3.817,3.341,4.436,21.133,38.823,32.343,42.938,26.19
2022-05-20,32.663,21.996,8.023,8.093,12.772,15.638,15.994,3.234,5.778,3.106,1.042,5.974,15.428,15.079,21.041,46.307,65.31,38.623,27.501,21.213,14.009,6.627,3.76,5.331
2022-05-21,9.245,7.087,8.651,14.691,13.57,21.463,37.028,50.92,65.019,41.462,9.663,12.453,10.184,9.858,10.588,29.836,72.22,66.717,82.97,115.898,115.486,116.821,114.423,127.522
2022-05-22,133.29,131.435,107.746,94.132,76.277,91.92,53.494,34.518,16.816,20.953,12.153,9.573,7.872,8.953,10.778,24.993,26.189,29.853,25.016,26.599,25.973,28.672,40.158,37.343
2022-05-23,28.811,31.531,30.71,25.283,25.206,38.92,36.236,17.814,5.017,1.594,1.833,1.205,4.795,8.192,4.335,6.44,5.471,6.944,23.206,43.115,39.626,32.385,46.3,69.863
2022-05-24,62.509,44.048,56.795,92.834,91.609,81.841,83.047,67.666,50.088,31.658,26.387,18.098,9.413,6.777,4.428,1.644,3.217,2.213,1.424,0.251,2.06,2.129,0.315,1.891
2022-05-25,3.734,2.009,0.23,0.502,2.835,1.072,0.293,0.145,0.055,0.076,0.831,2.748,6.432,12.661,15.786,11.019,3.499,2.355,1.079,2.383,10.033,17.863,15.719,16.425
2022-05-26,37.045,66.84,75.05,83.047,65.844,46.653,47.932,51.786,34.673,44.002,47.141,47.317,48.015,34.251,31.215,28.888,32.242,52.706,43.719,62.324,50.283,32.928,31.175,21.64
2022-05-27,19.084,27.904,26.226,37.02,49.015,49.112,47.333,34.389,31.787,40.601,47.536,28.851,18.121,31.95,53.847,105.39,104.227,63.339,56.596,68.732,68.003,56.668,48.343,32.687
2022-05-28,27.013,23.672,19.06,5.114,3.708,6.136,8.812,9.82,3.81,11.884,32.462,34.227,36.394,34.852,43.134,42.062,26.841,22.457,28.875,32.717,27.314,63.585,88.979,60.993
2022-05-29,46.298,37.565,39.142,34.448,26.88,36.604,47.61,77.662,81.272,88.635,100.487,103.497,99.469,90.312,68.444,79.657,93.688,90.868,84.278,70.223,80.482,51.027,44.294,34.188
2022-05-30,9.56,1.761,0.545,5.222,17.474,25.82,15.173,11.291,11.058,11.438,5.638,7.487,5.554,1.154,2.701,4.573,9.685,38.526,40.952,29.12,72.224,119.637,111.304,111.812
2022-05-31,94.524,117.645,134.223,139.606,118.983,87.64,90.627,65.049,50.696,23.516,11.096,5.842,9.601,4.475,2.065,0.548,0.292,0.225,0.252,0.719,2.679,4.562,5.638,11.838
2022-06-01,19.005,12.384,5.68,1.778,9.934,34.256,29.105,13.468,7.514,11.418,9.18,5.079,2.298,2.619,6.368,11.817,9.526,5.843,4.815,2.171,0.648,0.303,0.401,2.486
2022-06-02,11.011,5.349,0.552,1.342,2.375,1.341,0.393,0.125,2.108,0.558,0.373,3.965,5.77,7.712,11.357,8.375,3.594,1.146,0.691,0.88,0.199,0.345,3.707,0.73
2022-06-03,0.311,0.265,0.059,0.048,0.072,0.065,0.225,0.351,0.055,0.085,0.354,0.895,0.531,1.345,1.565,6.384,10.738,5.894,2.819,6.231,8.827,7.301,8.256,13.033
2022-06-04,8.921,13.632,12.552,16.697,15.593,26.759,33.537,33.512,36.415,37.237,36.336,53.068,76.255,68.933,51.774,48.176,61.116,64.861,72.836,72.801,92.579,85.013,72.365,86.803
2022-06-05,130.701,144.744,185.514,156.717,152.841,159.132,117.822,67.239,80.145,111.251,94.636,110.286,119.25,81.557,50.843,49.581,54.498,72.232,102.994,182.981,185.161,133.794,123.527,161.053
2022-06-06,147.169,123.742,93.73,83.633,77.505,82.459,100.477,80.635,65.636,53.208,66.738,47.889,20.251,13.525,32.945,70.684,90.204,36.271,28.426,28.436,50.504,36.092,19.562,18.039
2022-06-07,20.275,10.116,2.151,0.322,0.116,4.407,17.417,40.856,46.536,40.058,42.118,40.532,35.686,34.848,24.716,15.589,13.492,18.947,14.017,7.05,3.341,6.159,4.875,11.89
2022-06-08,12.051,13.573,14.681,25.734,28.142,34.004,26.563,26.193,36.344,23.381,20.72,21.426,34.02,27.786,28.025,23.948,23.854,17.566,12.906,11.574,12.381,10.861,9.957,9.53
2022-06-09,7.485,7.843,8.12,4.536,4.582,10.332,10.341,16.444,27.632,18.757,15.518,18.512,15.349,15.986,18.843,12.623,11.194,12.027,8.009,7.215,5.384,6.266,6.932,10.104
2022-06-10,21.739,23.828,11.907,9.773,10.909,8.904,6.028,7.144,11.691,19.88,21.757,27.772,38.955,46.069,48.428,55.809,40.193,25.3,21.729,20.241,9.912,10.049,5.287,53.708
2022-06-11,84.476,68.006,30.821,12.434,4.881,6.635,7.14,2.449,9.828,22.708,51.586,51.089,58.032,75.47,84.602,87.756,64.242,54.737,43.45,39.376,33.305,23.108,24.127,27.727
2022-06-12,24.276,18.246,19.03,20.375,20.657,17.858,10.766,25.019,34.522,58.11,73.547,68.732,41.536,12.804,23.87,28.222,18.591,19.165,17.211,13.876,15.52,19.784,23.015,20.755
2022-06-13,24.365,27.663,22.512,25.829,32.027,37.007,51.271,78.066,67.28,60.151,56.04,63.678,77.278,58.713,42.018,71.014,84.884,73.977,53.044,41.679,34.325,69.633,77.604,88.654
